,balance_of_Token_A,balance_of_Token_B,weight_of_token_A,weight_of_token_B,swap_fee,amount_token_B,price_of_token_B,simulation,subset,run,substep,timestep,par_weight_token_B
758,11.35253427,151,0.5,0.5,0,1,1,0,7,0,1,51,0.8811111111
759,9.614348667,152,0.5,0.5,0,1,1,0,7,0,1,52,0.8811111111
760,7.876163065,153,0.5,0.5,0,1,1,0,7,0,1,53,0.8811111111
761,6.137977462,154,0.5,0.5,0,1,1,0,7,0,1,54,0.8811111111
762,4.399791859,155,0.5,0.5,0,1,1,0,7,0,1,55,0.8811111111
763,2.661606257,156,0.5,0.5,0,1,1,0,7,0,1,56,0.8811111111
764,0.9234206544,157,0.5,0.5,0,1,1,0,7,0,1,57,0.8811111111
765,-0.8147649482,158,0.5,0.5,0,1,1,0,7,0,1,58,0.8811111111
766,-2.552950551,159,0.5,0.5,0,1,1,0,7,0,1,59,0.8811111111
767,-4.291136153,160,0.5,0.5,0,1,1,0,7,0,1,60,0.8811111111
768,-6.029321756,161,0.5,0.5,0,1,1,0,7,0,1,61,0.8811111111
769,-7.767507358,162,0.5,0.5,0,1,1,0,7,0,1,62,0.8811111111
770,-9.505692961,163,0.5,0.5,0,1,1,0,7,0,1,63,0.8811111111
771,-11.24387856,164,0.5,0.5,0,1,1,0,7,0,1,64,0.8811111111
772,-12.98206417,165,0.5,0.5,0,1,1,0,7,0,1,65,0.8811111111
773,-14.72024977,166,0.5,0.5,0,1,1,0,7,0,1,66,0.8811111111
774,-16.45843537,167,0.5,0.5,0,1,1,0,7,0,1,67,0.8811111111
775,-18.19662097,168,0.5,0.5,0,1,1,0,7,0,1,68,0.8811111111
776,-19.93480658,169,0.5,0.5,0,1,1,0,7,0,1,69,0.8811111111
777,-21.67299218,170,0.5,0.5,0,1,1,0,7,0,1,70,0.8811111111
778,-23.41117778,171,0.5,0.5,0,1,1,0,7,0,1,71,0.8811111111
779,-25.14936338,172,0.5,0.5,0,1,1,0,7,0,1,72,0.8811111111
780,-26.88754899,173,0.5,0.5,0,1,1,0,7,0,1,73,0.8811111111
781,-28.62573459,174,0.5,0.5,0,1,1,0,7,0,1,74,0.8811111111
782,-30.36392019,175,0.5,0.5,0,1,1,0,7,0,1,75,0.8811111111
783,-32.10210579,176,0.5,0.5,0,1,1,0,7,0,1,76,0.8811111111
784,-33.8402914,177,0.5,0.5,0,1,1,0,7,0,1,77,0.8811111111
785,-35.578477,178,0.5,0.5,0,1,1,0,7,0,1,78,0.8811111111
786,-37.3166626,179,0.5,0.5,0,1,1,0,7,0,1,79,0.8811111111
787,-39.0548482,180,0.5,0.5,0,1,1,0,7,0,1,80,0.8811111111
788,-40.79303381,181,0.5,0.5,0,1,1,0,7,0,1,81,0.8811111111
789,-42.53121941,182,0.5,0.5,0,1,1,0,7,0,1,82,0.8811111111
790,-44.26940501,183,0.5,0.5,0,1,1,0,7,0,1,83,0.8811111111
791,-46.00759061,184,0.5,0.5,0,1,1,0,7,0,1,84,0.8811111111
792,-47.74577622,185,0.5,0.5,0,1,1,0,7,0,1,85,0.8811111111
793,-49.48396182,186,0.5,0.5,0,1,1,0,7,0,1,86,0.8811111111
794,-51.22214742,187,0.5,0.5,0,1,1,0,7,0,1,87,0.8811111111
795,-52.96033302,188,0.5,0.5,0,1,1,0,7,0,1,88,0.8811111111
796,-54.69851863,189,0.5,0.5,0,1,1,0,7,0,1,89,0.8811111111
797,-56.43670423,190,0.5,0.5,0,1,1,0,7,0,1,90,0.8811111111
798,-58.17488983,191,0.5,0.5,0,1,1,0,7,0,1,91,0.8811111111
799,-59.91307544,192,0.5,0.5,0,1,1,0,7,0,1,92,0.8811111111
800,-61.65126104,193,0.5,0.5,0,1,1,0,7,0,1,93,0.8811111111
801,-63.38944664,194,0.5,0.5,0,1,1,0,7,0,1,94,0.8811111111
802,-65.12763224,195,0.5,0.5,0,1,1,0,7,0,1,95,0.8811111111
803,-66.86581785,196,0.5,0.5,0,1,1,0,7,0,1,96,0.8811111111
804,-68.60400345,197,0.5,0.5,0,1,1,0,7,0,1,97,0.8811111111
805,-70.34218905,198,0.5,0.5,0,1,1,0,7,0,1,98,0.8811111111
806,-72.08037465,199,0.5,0.5,0,1,1,0,7,0,1,99,0.8811111111
807,-73.81856026,200,0.5,0.5,0,1,1,0,7,0,1,100,0.8811111111
808,100,100,0.5,0.5,0,1,1,0,8,0,0,0,0.9355555556
809,98.1554073,101,0.5,0.5,0,1,1,0,8,0,1,1,0.9355555556
810,96.31081459,102,0.5,0.5,0,1,1,0,8,0,1,2,0.9355555556
811,94.46622189,103,0.5,0.5,0,1,1,0,8,0,1,3,0.9355555556
812,92.62162918,104,0.5,0.5,0,1,1,0,8,0,1,4,0.9355555556
813,90.77703648,105,0.5,0.5,0,1,1,0,8,0,1,5,0.9355555556
814,88.93244378,106,0.5,0.5,0,1,1,0,8,0,1,6,0.9355555556
815,87.08785107,107,0.5,0.5,0,1,1,0,8,0,1,7,0.9355555556
816,85.24325837,108,0.5,0.5,0,1,1,0,8,0,1,8,0.9355555556
817,83.39866566,109,0.5,0.5,0,1,1,0,8,0,1,9,0.9355555556
818,81.55407296,110,0.5,0.5,0,1,1,0,8,0,1,10,0.9355555556
819,79.70948026,111,0.5,0.5,0,1,1,0,8,0,1,11,0.9355555556
820,77.86488755,112,0.5,0.5,0,1,1,0,8,0,1,12,0.9355555556
821,76.02029485,113,0.5,0.5,0,1,1,0,8,0,1,13,0.9355555556
822,74.17570214,114,0.5,0.5,0,1,1,0,8,0,1,14,0.9355555556
823,72.33110944,115,0.5,0.5,0,1,1,0,8,0,1,15,0.9355555556
824,70.48651674,116,0.5,0.5,0,1,1,0,8,0,1,16,0.9355555556
825,68.64192403,117,0.5,0.5,0,1,1,0,8,0,1,17,0.9355555556
826,66.79733133,118,0.5,0.5,0,1,1,0,8,0,1,18,0.9355555556
827,64.95273862,119,0.5,0.5,0,1,1,0,8,0,1,19,0.9355555556
828,63.10814592,120,0.5,0.5,0,1,1,0,8,0,1,20,0.9355555556
829,61.26355321,121,0.5,0.5,0,1,1,0,8,0,1,21,0.9355555556
830,59.41896051,122,0.5,0.5,0,1,1,0,8,0,1,22,0.9355555556
831,57.57436781,123,0.5,0.5,0,1,1,0,8,0,1,23,0.9355555556
832,55.7297751,124,0.5,0.5,0,1,1,0,8,0,1,24,0.9355555556
833,53.8851824,125,0.5,0.5,0,1,1,0,8,0,1,25,0.9355555556
834,52.04058969,126,0.5,0.5,0,1,1,0,8,0,1,26,0.9355555556
835,50.19599699,127,0.5,0.5,0,1,1,0,8,0,1,27,0.9355555556
836,48.35140429,128,0.5,0.5,0,1,1,0,8,0,1,28,0.9355555556
837,46.50681158,129,0.5,0.5,0,1,1,0,8,0,1,29,0.9355555556
838,44.66221888,130,0.5,0.5,0,1,1,0,8,0,1,30,0.9355555556
839,42.81762617,131,0.5,0.5,0,1,1,0,8,0,1,31,0.9355555556
840,40.97303347,132,0.5,0.5,0,1,1,0,8,0,1,32,0.9355555556
841,39.12844077,133,0.5,0.5,0,1,1,0,8,0,1,33,0.9355555556
842,37.28384806,134,0.5,0.5,0,1,1,0,8,0,1,34,0.9355555556
843,35.43925536,135,0.5,0.5,0,1,1,0,8,0,1,35,0.9355555556
844,33.59466265,136,0.5,0.5,0,1,1,0,8,0,1,36,0.9355555556
845,31.75006995,137,0.5,0.5,0,1,1,0,8,0,1,37,0.9355555556
846,29.90547725,138,0.5,0.5,0,1,1,0,8,0,1,38,0.9355555556
847,28.06088454,139,0.5,0.5,0,1,1,0,8,0,1,39,0.9355555556
848,26.21629184,140,0.5,0.5,0,1,1,0,8,0,1,40,0.9355555556
849,24.37169913,141,0.5,0.5,0,1,1,0,8,0,1,41,0.9355555556
850,22.52710643,142,0.5,0.5,0,1,1,0,8,0,1,42,0.9355555556
851,20.68251373,143,0.5,0.5,0,1,1,0,8,0,1,43,0.9355555556
852,18.83792102,144,0.5,0.5,0,1,1,0,8,0,1,44,0.9355555556
853,16.99332832,145,0.5,0.5,0,1,1,0,8,0,1,45,0.9355555556
854,15.14873561,146,0.5,0.5,0,1,1,0,8,0,1,46,0.9355555556
855,13.30414291,147,0.5,0.5,0,1,1,0,8,0,1,47,0.9355555556
856,11.45955021,148,0.5,0.5,0,1,1,0,8,0,1,48,0.9355555556
857,9.614957502,149,0.5,0.5,0,1,1,0,8,0,1,49,0.9355555556
858,7.770364798,150,0.5,0.5,0,1,1,0,8,0,1,50,0.9355555556
859,5.925772093,151,0.5,0.5,0,1,1,0,8,0,1,51,0.9355555556
860,4.081179389,152,0.5,0.5,0,1,1,0,8,0,1,52,0.9355555556
861,2.236586685,153,0.5,0.5,0,1,1,0,8,0,1,53,0.9355555556
862,0.3919939813,154,0.5,0.5,0,1,1,0,8,0,1,54,0.9355555556
863,-1.452598723,155,0.5,0.5,0,1,1,0,8,0,1,55,0.9355555556
864,-3.297191427,156,0.5,0.5,0,1,1,0,8,0,1,56,0.9355555556
865,-5.141784131,157,0.5,0.5,0,1,1,0,8,0,1,57,0.9355555556
866,-6.986376835,158,0.5,0.5,0,1,1,0,8,0,1,58,0.9355555556
867,-8.830969539,159,0.5,0.5,0,1,1,0,8,0,1,59,0.9355555556
868,-10.67556224,160,0.5,0.5,0,1,1,0,8,0,1,60,0.9355555556
869,-12.52015495,161,0.5,0.5,0,1,1,0,8,0,1,61,0.9355555556
870,-14.36474765,162,0.5,0.5,0,1,1,0,8,0,1,62,0.9355555556
871,-16.20934036,163,0.5,0.5,0,1,1,0,8,0,1,63,0.9355555556
872,-18.05393306,164,0.5,0.5,0,1,1,0,8,0,1,64,0.9355555556
873,-19.89852576,165,0.5,0.5,0,1,1,0,8,0,1,65,0.9355555556
874,-21.74311847,166,0.5,0.5,0,1,1,0,8,0,1,66,0.9355555556
875,-23.58771117,167,0.5,0.5,0,1,1,0,8,0,1,67,0.9355555556
876,-25.43230388,168,0.5,0.5,0,1,1,0,8,0,1,68,0.9355555556
877,-27.27689658,169,0.5,0.5,0,1,1,0,8,0,1,69,0.9355555556
878,-29.12148928,170,0.5,0.5,0,1,1,0,8,0,1,70,0.9355555556
879,-30.96608199,171,0.5,0.5,0,1,1,0,8,0,1,71,0.9355555556
880,-32.81067469,172,0.5,0.5,0,1,1,0,8,0,1,72,0.9355555556
881,-34.6552674,173,0.5,0.5,0,1,1,0,8,0,1,73,0.9355555556
882,-36.4998601,174,0.5,0.5,0,1,1,0,8,0,1,74,0.9355555556
883,-38.3444528,175,0.5,0.5,0,1,1,0,8,0,1,75,0.9355555556
884,-40.18904551,176,0.5,0.5,0,1,1,0,8,0,1,76,0.9355555556
885,-42.03363821,177,0.5,0.5,0,1,1,0,8,0,1,77,0.9355555556
886,-43.87823092,178,0.5,0.5,0,1,1,0,8,0,1,78,0.9355555556
887,-45.72282362,179,0.5,0.5,0,1,1,0,8,0,1,79,0.9355555556
888,-47.56741632,180,0.5,0.5,0,1,1,0,8,0,1,80,0.9355555556
889,-49.41200903,181,0.5,0.5,0,1,1,0,8,0,1,81,0.9355555556
890,-51.25660173,182,0.5,0.5,0,1,1,0,8,0,1,82,0.9355555556
891,-53.10119444,183,0.5,0.5,0,1,1,0,8,0,1,83,0.9355555556
892,-54.94578714,184,0.5,0.5,0,1,1,0,8,0,1,84,0.9355555556
893,-56.79037984,185,0.5,0.5,0,1,1,0,8,0,1,85,0.9355555556
894,-58.63497255,186,0.5,0.5,0,1,1,0,8,0,1,86,0.9355555556
895,-60.47956525,187,0.5,0.5,0,1,1,0,8,0,1,87,0.9355555556
896,-62.32415796,188,0.5,0.5,0,1,1,0,8,0,1,88,0.9355555556
897,-64.16875066,189,0.5,0.5,0,1,1,0,8,0,1,89,0.9355555556
898,-66.01334336,190,0.5,0.5,0,1,1,0,8,0,1,90,0.9355555556
899,-67.85793607,191,0.5,0.5,0,1,1,0,8,0,1,91,0.9355555556
900,-69.70252877,192,0.5,0.5,0,1,1,0,8,0,1,92,0.9355555556
901,-71.54712148,193,0.5,0.5,0,1,1,0,8,0,1,93,0.9355555556
902,-73.39171418,194,0.5,0.5,0,1,1,0,8,0,1,94,0.9355555556
903,-75.23630688,195,0.5,0.5,0,1,1,0,8,0,1,95,0.9355555556
904,-77.08089959,196,0.5,0.5,0,1,1,0,8,0,1,96,0.9355555556
905,-78.92549229,197,0.5,0.5,0,1,1,0,8,0,1,97,0.9355555556
906,-80.770085,198,0.5,0.5,0,1,1,0,8,0,1,98,0.9355555556
907,-82.6146777,199,0.5,0.5,0,1,1,0,8,0,1,99,0.9355555556
908,-84.4592704,200,0.5,0.5,0,1,1,0,8,0,1,100,0.9355555556
909,100,100,0.5,0.5,0,1,1,0,9,0,0,0,0.99
910,98.04911542,101,0.5,0.5,0,1,1,0,9,0,1,1,0.99
911,96.09823084,102,0.5,0.5,0,1,1,0,9,0,1,2,0.99
912,94.14734627,103,0.5,0.5,0,1,1,0,9,0,1,3,0.99
913,92.19646169,104,0.5,0.5,0,1,1,0,9,0,1,4,0.99
914,90.24557711,105,0.5,0.5,0,1,1,0,9,0,1,5,0.99
915,88.29469253,106,0.5,0.5,0,1,1,0,9,0,1,6,0.99
916,86.34380795,107,0.5,0.5,0,1,1,0,9,0,1,7,0.99
917,84.39292338,108,0.5,0.5,0,1,1,0,9,0,1,8,0.99
918,82.4420388,109,0.5,0.5,0,1,1,0,9,0,1,9,0.99
919,80.49115422,110,0.5,0.5,0,1,1,0,9,0,1,10,0.99
920,78.54026964,111,0.5,0.5,0,1,1,0,9,0,1,11,0.99
921,76.58938506,112,0.5,0.5,0,1,1,0,9,0,1,12,0.99
922,74.63850049,113,0.5,0.5,0,1,1,0,9,0,1,13,0.99
923,72.68761591,114,0.5,0.5,0,1,1,0,9,0,1,14,0.99
924,70.73673133,115,0.5,0.5,0,1,1,0,9,0,1,15,0.99
925,68.78584675,116,0.5,0.5,0,1,1,0,9,0,1,16,0.99
926,66.83496217,117,0.5,0.5,0,1,1,0,9,0,1,17,0.99
927,64.8840776,118,0.5,0.5,0,1,1,0,9,0,1,18,0.99
928,62.93319302,119,0.5,0.5,0,1,1,0,9,0,1,19,0.99
929,60.98230844,120,0.5,0.5,0,1,1,0,9,0,1,20,0.99
930,59.03142386,121,0.5,0.5,0,1,1,0,9,0,1,21,0.99
931,57.08053928,122,0.5,0.5,0,1,1,0,9,0,1,22,0.99
932,55.12965471,123,0.5,0.5,0,1,1,0,9,0,1,23,0.99
933,53.17877013,124,0.5,0.5,0,1,1,0,9,0,1,24,0.99
934,51.22788555,125,0.5,0.5,0,1,1,0,9,0,1,25,0.99
935,49.27700097,126,0.5,0.5,0,1,1,0,9,0,1,26,0.99
936,47.32611639,127,0.5,0.5,0,1,1,0,9,0,1,27,0.99
937,45.37523182,128,0.5,0.5,0,1,1,0,9,0,1,28,0.99
938,43.42434724,129,0.5,0.5,0,1,1,0,9,0,1,29,0.99
939,41.47346266,130,0.5,0.5,0,1,1,0,9,0,1,30,0.99
940,39.52257808,131,0.5,0.5,0,1,1,0,9,0,1,31,0.99
941,37.57169351,132,0.5,0.5,0,1,1,0,9,0,1,32,0.99
942,35.62080893,133,0.5,0.5,0,1,1,0,9,0,1,33,0.99
943,33.66992435,134,0.5,0.5,0,1,1,0,9,0,1,34,0.99
944,31.71903977,135,0.5,0.5,0,1,1,0,9,0,1,35,0.99
945,29.76815519,136,0.5,0.5,0,1,1,0,9,0,1,36,0.99
946,27.81727062,137,0.5,0.5,0,1,1,0,9,0,1,37,0.99
947,25.86638604,138,0.5,0.5,0,1,1,0,9,0,1,38,0.99
948,23.91550146,139,0.5,0.5,0,1,1,0,9,0,1,39,0.99
949,21.96461688,140,0.5,0.5,0,1,1,0,9,0,1,40,0.99
950,20.0137323,141,0.5,0.5,0,1,1,0,9,0,1,41,0.99
951,18.06284773,142,0.5,0.5,0,1,1,0,9,0,1,42,0.99
952,16.11196315,143,0.5,0.5,0,1,1,0,9,0,1,43,0.99
953,14.16107857,144,0.5,0.5,0,1,1,0,9,0,1,44,0.99
954,12.21019399,145,0.5,0.5,0,1,1,0,9,0,1,45,0.99
955,10.25930941,146,0.5,0.5,0,1,1,0,9,0,1,46,0.99
956,8.308424836,147,0.5,0.5,0,1,1,0,9,0,1,47,0.99
957,6.357540258,148,0.5,0.5,0,1,1,0,9,0,1,48,0.99
958,4.40665568,149,0.5,0.5,0,1,1,0,9,0,1,49,0.99
959,2.455771102,150,0.5,0.5,0,1,1,0,9,0,1,50,0.99
960,0.5048865239,151,0.5,0.5,0,1,1,0,9,0,1,51,0.99
961,-1.445998054,152,0.5,0.5,0,1,1,0,9,0,1,52,0.99
962,-3.396882632,153,0.5,0.5,0,1,1,0,9,0,1,53,0.99
963,-5.34776721,154,0.5,0.5,0,1,1,0,9,0,1,54,0.99
964,-7.298651788,155,0.5,0.5,0,1,1,0,9,0,1,55,0.99
965,-9.249536366,156,0.5,0.5,0,1,1,0,9,0,1,56,0.99
966,-11.20042094,157,0.5,0.5,0,1,1,0,9,0,1,57,0.99
967,-13.15130552,158,0.5,0.5,0,1,1,0,9,0,1,58,0.99
968,-15.1021901,159,0.5,0.5,0,1,1,0,9,0,1,59,0.99
969,-17.05307468,160,0.5,0.5,0,1,1,0,9,0,1,60,0.99
970,-19.00395926,161,0.5,0.5,0,1,1,0,9,0,1,61,0.99
971,-20.95484383,162,0.5,0.5,0,1,1,0,9,0,1,62,0.99
972,-22.90572841,163,0.5,0.5,0,1,1,0,9,0,1,63,0.99
973,-24.85661299,164,0.5,0.5,0,1,1,0,9,0,1,64,0.99
974,-26.80749757,165,0.5,0.5,0,1,1,0,9,0,1,65,0.99
975,-28.75838215,166,0.5,0.5,0,1,1,0,9,0,1,66,0.99
976,-30.70926672,167,0.5,0.5,0,1,1,0,9,0,1,67,0.99
977,-32.6601513,168,0.5,0.5,0,1,1,0,9,0,1,68,0.99
978,-34.61103588,169,0.5,0.5,0,1,1,0,9,0,1,69,0.99
979,-36.56192046,170,0.5,0.5,0,1,1,0,9,0,1,70,0.99
980,-38.51280504,171,0.5,0.5,0,1,1,0,9,0,1,71,0.99
981,-40.46368961,172,0.5,0.5,0,1,1,0,9,0,1,72,0.99
982,-42.41457419,173,0.5,0.5,0,1,1,0,9,0,1,73,0.99
983,-44.36545877,174,0.5,0.5,0,1,1,0,9,0,1,74,0.99
984,-46.31634335,175,0.5,0.5,0,1,1,0,9,0,1,75,0.99
985,-48.26722793,176,0.5,0.5,0,1,1,0,9,0,1,76,0.99
986,-50.2181125,177,0.5,0.5,0,1,1,0,9,0,1,77,0.99
987,-52.16899708,178,0.5,0.5,0,1,1,0,9,0,1,78,0.99
988,-54.11988166,179,0.5,0.5,0,1,1,0,9,0,1,79,0.99
989,-56.07076624,180,0.5,0.5,0,1,1,0,9,0,1,80,0.99
990,-58.02165082,181,0.5,0.5,0,1,1,0,9,0,1,81,0.99
991,-59.97253539,182,0.5,0.5,0,1,1,0,9,0,1,82,0.99
992,-61.92341997,183,0.5,0.5,0,1,1,0,9,0,1,83,0.99
993,-63.87430455,184,0.5,0.5,0,1,1,0,9,0,1,84,0.99
994,-65.82518913,185,0.5,0.5,0,1,1,0,9,0,1,85,0.99
995,-67.7760737,186,0.5,0.5,0,1,1,0,9,0,1,86,0.99
996,-69.72695828,187,0.5,0.5,0,1,1,0,9,0,1,87,0.99
997,-71.67784286,188,0.5,0.5,0,1,1,0,9,0,1,88,0.99
998,-73.62872744,189,0.5,0.5,0,1,1,0,9,0,1,89,0.99
999,-75.57961202,190,0.5,0.5,0,1,1,0,9,0,1,90,0.99
1000,-77.53049659,191,0.5,0.5,0,1,1,0,9,0,1,91,0.99
1001,-79.48138117,192,0.5,0.5,0,1,1,0,9,0,1,92,0.99
1002,-81.43226575,193,0.5,0.5,0,1,1,0,9,0,1,93,0.99
1003,-83.38315033,194,0.5,0.5,0,1,1,0,9,0,1,94,0.99
1004,-85.33403491,195,0.5,0.5,0,1,1,0,9,0,1,95,0.99
1005,-87.28491948,196,0.5,0.5,0,1,1,0,9,0,1,96,0.99
1006,-89.23580406,197,0.5,0.5,0,1,1,0,9,0,1,97,0.99
1007,-91.18668864,198,0.5,0.5,0,1,1,0,9,0,1,98,0.99
1008,-93.13757322,199,0.5,0.5,0,1,1,0,9,0,1,99,0.99
1009,-95.0884578,200,0.5,0.5,0,1,1,0,9,0,1,100,0.99
